公告,#genre#
CCTV6,http://60.29.124.66:6080/hls/17/index.m3u8$LR•IPV4『线路2』
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8$LR•IPV4『线路3』
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8$LR•IPV4『线路4』
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路5』
CCTV6,http://www.dsk.cc/php/bfgd.php?id=cctv6&m.m3u8$LR•IPV4『线路6』
CCTV6,https://cc06.tv12.xyz/7.m3u8$LR•IPV4『线路7』
CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8$LR•IPV4『线路1』
CCTV7,http://lt.hxtre.com:35455/gaoma/cctv7.m3u8$LR•IPV4『线路2』
CCTV7,http://1b6467f415.iok.la:9931/tsfile/live/1027_1.m3u8$LR•IPV4『线路3』
CCTV7,http://8.138.7.223/tv/cctv7.m3u8$LR•IPV4『线路4』
CCTV7,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8$LR•IPV4『线路5』
CCTV7,http://www.dsk.cc/php/bfgd.php?id=cctv7&m.m3u8$LR•IPV4『线路6』
CCTV7,https://cc06.tv12.xyz/8.m3u8$LR•IPV4『线路7』
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8$LR•IPV4『线路1』
CCTV8,http://lt.hxtre.com:35455/gaoma/cctv8k_36m.m3u8$LR•IPV4『线路2』
CCTV8,http://1b6467f415.iok.la:9931/tsfile/live/1028_1.m3u8$LR•IPV4『线路3』
CCTV8,http://gmxw.7766.org:808/hls/96/index.m3u8$LR•IPV4『线路4』
CCTV8,http://60.29.124.66:6080/hls/19/index.m3u8$LR•IPV4『线路5』
CCTV8,http://www.dsk.cc/php/bfgd.php?id=cctv8&m.m3u8$LR•IPV4『线路6』
CCTV8,https://cc06.tv12.xyz/9.m3u8$LR•IPV4『线路7』
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8$LR•IPV4『线路1』
CCTV9,http://1b6467f415.iok.la:9931/tsfile/live/1029_1.m3u8$LR•IPV4『线路2』
CCTV9,http://60.29.124.66:6080/hls/20/index.m3u8$LR•IPV4『线路3』
CCTV9,http://183.11.239.36:808/hls/27/index.m3u8$LR•IPV4『线路4』
CCTV9,http://120.76.248.139/live/bfgd/4200000128.m3u8$LR•IPV4『线路5』
CCTV9,http://www.dsk.cc/php/bfgd.php?id=cctv9&m.m3u8$LR•IPV4『线路6』
CCTV9,https://cc06.tv12.xyz/10.m3u8$LR•IPV4『线路7』
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$LR•IPV4『线路1』
CCTV10,http://1b6467f415.iok.la:9931/tsfile/live/1030_1.m3u8$LR•IPV4『线路2』
CCTV10,http://60.29.124.66:6080/hls/21/index.m3u8$LR•IPV4『线路3』
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8$LR•IPV4『线路4』
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8$LR•IPV4『线路5』
CCTV10,http://www.dsk.cc/php/bfgd.php?id=cctv10&m.m3u8$LR•IPV4『线路6』
CCTV10,https://cc06.tv12.xyz/11.m3u8$LR•IPV4『线路7』
CCTV11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$LR•IPV4『线路1』
CCTV11,http://1b6467f415.iok.la:9931/tsfile/live/1031_1.m3u8$LR•IPV4『线路2』
CCTV11,http://60.29.124.66:6080/hls/22/index.m3u8$LR•IPV4『线路3』
CCTV11,http://183.11.239.36:808/hls/29/index.m3u8$LR•IPV4『线路4』
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8$LR•IPV4『线路5』
CCTV11,http://www.dsk.cc/php/bfgd.php?id=cctv11&m.m3u8$LR•IPV4『线路6』
CCTV11,https://cc06.tv12.xyz/12.m3u8$LR•IPV4『线路7』
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$LR•IPV4『线路1』
CCTV12,http://1b6467f415.iok.la:9931/tsfile/live/1032_1.m3u8$LR•IPV4『线路2』
CCTV12,http://183.11.239.36:808/hls/30/index.m3u8$LR•IPV4『线路3』
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8$LR•IPV4『线路4』
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8$LR•IPV4『线路5』
CCTV12,http://www.dsk.cc/php/bfgd.php?id=cctv12&m.m3u8$LR•IPV4『线路6』
CCTV12,https://cc06.tv12.xyz/13.m3u8$LR•IPV4『线路7』
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$LR•IPV4『线路1』
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$LR•IPV4『线路2』
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$LR•IPV4『线路3』
CCTV13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$LR•IPV4『线路4』
CCTV13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8$LR•IPV4『线路5』
CCTV13,http://www.dsk.cc/php/bfgd.php?id=cctv13&m.m3u8$LR•IPV4『线路6』
CCTV13,https://cc06.tv12.xyz/14.m3u8$LR•IPV4『线路7』
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8$LR•IPV4『线路1』
CCTV14,http://1b6467f415.iok.la:9931/tsfile/live/1034_1.m3u8$LR•IPV4『线路2』
CCTV14,http://1.24.190.98:10080/hls/14/index.m3u8$LR•IPV4『线路3』
CCTV14,http://60.29.124.66:6080/hls/25/index.m3u8$LR•IPV4『线路4』
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8$LR•IPV4『线路5』
CCTV14,http://www.dsk.cc/php/bfgd.php?id=cctv14&m.m3u8$LR•IPV4『线路6』
CCTV14,https://cc06.tv12.xyz/15.m3u8$LR•IPV4『线路7』
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$LR•IPV4『线路1』
CCTV15,http://1b6467f415.iok.la:9931/tsfile/live/1035_1.m3u8$LR•IPV4『线路2』
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8$LR•IPV4『线路3』
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8$LR•IPV4『线路4』
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8$LR•IPV4『线路5』
CCTV15,http://www.dsk.cc/php/bfgd.php?id=cctv15&m.m3u8$LR•IPV4『线路6』
CCTV15,https://cc06.tv12.xyz/16.m3u8$LR•IPV4『线路7』
CCTV16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8$LR•IPV4『线路1』
CCTV16,http://lt.hxtre.com:35455/gaoma/cctv16.m3u8$LR•IPV4『线路2』
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$LR•IPV4『线路3』
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8$LR•IPV4『线路4』
CCTV16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$LR•IPV4『线路5』
CCTV16,http://www.dsk.cc/php/bfgd.php?id=cctv16&m.m3u8$LR•IPV4『线路6』
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8$LR•IPV4『线路1』
CCTV17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8$LR•IPV4『线路2』
CCTV17,http://1b6467f415.iok.la:9931/tsfile/live/1130_1.m3u8$LR•IPV4『线路3』
CCTV17,http://183.11.239.36:808/hls/35/index.m3u8$LR•IPV4『线路4』
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8$LR•IPV4『线路5』
CCTV17,http://www.dsk.cc/php/bfgd.php?id=cctv17&m.m3u8$LR•IPV4『线路6』
CCTV17,https://cc06.tv12.xyz/17.m3u8$LR•IPV4『线路7』
CCTV第一剧场,http://61.184.46.85:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4
CCTV怀旧剧场,https://cc06.tv12.xyz/52.m3u8$LR•IPV4
CCTV风云足球,https://cc06.tv12.xyz/41.m3u8$LR•IPV4
CCTV世界地理,https://cc06.tv12.xyz/104.m3u8$LR•IPV4
CCTV女性时尚,https://cc06.tv12.xyz/95.m3u8$LR•IPV4
📡  卫视频道,#genre#
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$LR•IPV4『线路1』
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8$LR•IPV4『线路2』
凤凰资讯,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8$LR•IPV4『线路3』
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$LR•IPV4『线路4』
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5282&tk=2aca1ad9a849$LR•IPV4『线路5』
凤凰资讯,http://120.55.49.231:3095/rtp/233.50.200.192:5140$LR•IPV4『线路6』
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw$LR•IPV4『线路1』
凤凰中文,P2p://starvod.xyz:19806/5299589f7105498cb0ba0e2c6355de74$LR•IPV4『线路2』
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8$LR•IPV4『线路3』
凤凰中文,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8$LR•IPV4『线路4』
凤凰中文,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8654&tk=e503191f8e20$LR•IPV4『线路5』
凤凰中文,http://120.55.49.231:3095/rtp/233.50.200.191:5140$LR•IPV4『线路6』
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$LR•IPV4『线路1』
凤凰香港,P2p://starvod.xyz:19806/c4b31f19f7444cb9b283faa6e9fc1733$LR•IPV4『线路2』
凤凰香港,http://dns.yiandrive.com:15907/phenix/fhhk#http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk2$LR•IPV4『线路3』
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3523&tk=7877e7cc41c7$LR•IPV4『线路4』
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8$LR•IPV4『线路1』
湖南卫视,https://cc06.tv12.xyz/57.m3u8$LR•IPV4『线路2』
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$LR•IPV4『线路3』
湖南卫视,http://183.11.239.36:808/hls/36/index.m3u8$LR•IPV4『线路4』
湖南卫视,http://120.76.248.139/live/bfgd/4200000086.m3u8$LR•IPV4『线路5』
湖南卫视,http://219.157.60.114:7001/rtp/225.1.4.82:1111$LR•IPV4『线路6』
湖南卫视,http://183.94.1.118:8801/tsfile/live/0128_1.m3u8$LR•IPV4『线路7』
湖南卫视,http://120.192.226.35:8009/hls/32/index.m3u8$LR•IPV4『线路8』
湖南卫视,http://175.31.21.146:4480/hls/36/index.m3u8$LR•IPV4『线路9』
湖南卫视,http://113.56.95.69:53765/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8$LR•IPV4『线路11』
湖南卫视,http://61.138.128.226:19901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路12』
湖南卫视,http://36.105.100.208:35455/itv/1000000005000265024.m3u8?cdn=ystenlive$LR•IPV4『线路13』
湖南卫视,http://iptv.0564.org:35455/itv/1000000005000265024.m3u8?cdn=ystenlive$LR•IPV4『线路14』
湖南卫视,http://mh0.asia:35455/itv/1000000005000265024.m3u8?cdn=ystenlive$LR•IPV4『线路15』
湖南卫视,http://xxx.504900.xyz:35455/itv/1000000005000265024.m3u8?cdn=ystenlive$LR•IPV4『线路16』
浙江卫视,http://58.57.40.22:9901/tsfile/live/1029_1.m3u8$LR•IPV4『线路1』
浙江卫视,https://cc06.tv12.xyz/117.m3u8$LR•IPV4『线路2』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路3』
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8$LR•IPV4『线路4』
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8$LR•IPV4『线路5』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$LR•IPV4『线路6』
浙江卫视,http://183.94.1.118:8801/tsfile/live/0124_1.m3u8$LR•IPV4『线路7』
浙江卫视,http://120.192.226.35:8009/hls/34/index.m3u8$LR•IPV4『线路8』
浙江卫视,http://175.31.21.146:4480/hls/28/index.m3u8$LR•IPV4『线路9』
浙江卫视,http://113.56.95.69:53765/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
浙江卫视,http://cssbyd.imwork.net:8082/hls/22/index.m3u8$LR•IPV4『线路11』
浙江卫视,http://58.17.48.228:808/hls/32/index.m3u8$LR•IPV4『线路12』
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路13』
浙江卫视,http://61.138.128.226:19901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
浙江卫视,http://36.105.100.208:35455/itv/1000000005000265031.m3u8?cdn=ystenlive$LR•IPV4『线路15』
东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8$LR•IPV4『线路1』
东方卫视,https://cc06.tv12.xyz/37.m3u8$LR•IPV4『线路2』
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$LR•IPV4『线路3』
东方卫视,http://183.11.239.36:808/hls/114/index.m3u8$LR•IPV4『线路4』
东方卫视,http://120.76.248.139/live/bfgd/4200000093.m3u8$LR•IPV4『线路5』
东方卫视,hhttp://219.157.60.114:7001/rtp/225.1.4.85:1114$LR•IPV4『线路6』
东方卫视,http://183.94.1.118:8801/tsfile/live/0107_1.m3u8$LR•IPV4『线路7』
东方卫视,http://120.192.226.35:8009/hls/31/index.m3u8$LR•IPV4『线路8』
东方卫视,http://113.56.95.69:53765/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
东方卫视,http://61.138.128.226:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
东方卫视,http://36.105.100.208:35455/itv/1000000005000265018.m3u8?cdn=ystenlive$LR•IPV4『线路11』
东方卫视,http://iptv.0564.org:35455/itv/1000000005000265018.m3u8?cdn=ystenlive$LR•IPV4『线路12』
东方卫视,http://mh0.asia:35455/itv/1000000005000265018.m3u8?cdn=ystenlive$LR•IPV4『线路13』
东方卫视,http://3501776.xyz:35455/itv/1000000005000265018.m3u8?cdn=ystenlive$LR•IPV4『线路14』
东方卫视,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=dfws$LR•IPV4『线路15』
北京卫视,http://58.57.40.22:9901/tsfile/live/1032_1.m3u8$LR•IPV4『线路1』
北京卫视,https://cc06.tv12.xyz/27.m3u8$LR•IPV4『线路2』
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8$LR•IPV4『线路3』
北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8$LR•IPV4『线路4』
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8$LR•IPV4『线路5』
北京卫视,http://219.157.60.114:7001/rtp/225.1.4.81:1110$LR•IPV4『线路6』
北京卫视,http://120.192.226.35:8009/hls/35/index.m3u8$LR•IPV4『线路7』
北京卫视,http://36.32.174.67:60080/newlive/live/hls/25/live.m3u8$LR•IPV4『线路8』
北京卫视,http://61.138.128.226:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
北京卫视,http://36.105.100.208:35455/itv/1000000005000265027.m3u8?cdn=ystenlive$LR•IPV4『线路10』
北京卫视,http://iptv.0564.org:35455/itv/1000000005000265027.m3u8?cdn=ystenlive$LR•IPV4『线路11』
北京卫视,http://my.tmos.cn:15181/chs002.m3u8$LR•IPV4『线路12』
北京卫视,http://mh0.asia:35455/itv/1000000005000265027.m3u8?cdn=ystenlive$LR•IPV4『线路13』
北京卫视,http://xxx.504900.xyz:35455/itv/1000000005000265027.m3u8?cdn=ystenlive$LR•IPV4『线路14』
北京卫视,http://3501776.xyz:35455/itv/1000000005000265027.m3u8?cdn=ystenlive$LR•IPV4『线路15』
北京卫视,http://175.171.30.26:5111/hls/474822978/index.m3u8$LR•IPV4『线路16』
江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8$LR•IPV4『线路1』
江苏卫视,https://cc06.tv12.xyz/61.m3u8$LR•IPV4『线路2』
江苏卫视,http://183.11.239.36:808/hls/38/index.m3u8$LR•IPV4『线路3』
江苏卫视,http://120.76.248.139/live/bfgd/4200000085.m3u8$LR•IPV4『线路4』
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8$LR•IPV4『线路5』
江苏卫视,http://www.dsk.cc/jstv/jstv.php?id=jsws&m.m3u8$LR•IPV4『线路6』
江苏卫视,http://183.94.1.118:8801/tsfile/live/0127_1.m3u8$LR•IPV4『线路7』
江苏卫视,http://120.192.226.35:8009/hls/33/index.m3u8$LR•IPV4『线路8』
江苏卫视,http://123.182.60.29:9002/hls/27/index.m3u8$LR•IPV4『线路9』
江苏卫视,http://61.138.128.226:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
江苏卫视,http://36.105.100.208:35455/itv/1000000005000265030.m3u8?cdn=ystenlive$LR•IPV4『线路11』
江苏卫视,http://iptv.0564.org:35455/itv/1000000005000265030.m3u8?cdn=ystenlive$LR•IPV4『线路12』
江苏卫视,http://my.tmos.cn:15181/chs003.m3u8$LR•IPV4『线路13』
江苏卫视,http://mh0.asia:35455/itv/1000000005000265030.m3u8?cdn=ystenlive$LR•IPV4『线路14』
江苏卫视,http://3501776.xyz:35455/itv/1000000005000265030.m3u8?cdn=ystenlive$LR•IPV4『线路15』
江苏卫视,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=jsws$LR•IPV4『线路16』
江西卫视,http://58.57.40.22:9901/tsfile/live/1043_1.m3u8$LR•IPV4『线路1』
江西卫视,https://cc06.tv12.xyz/62.m3u8$LR•IPV4『线路2』
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8$LR•IPV4『线路3』
江西卫视,http://58.19.43.46:9901/tsfile/live/1045_1.m3u8$LR•IPV4『线路4』
江西卫视,http://183.11.239.36:808/hls/44/index.m3u8$LR•IPV4『线路5』
江西卫视,http://219.157.60.114:7001/rtp/225.1.4.139:1305$LR•IPV4『线路6』
江西卫视,http://php.jdshipin.com:8880/jxtv2.php?id=1$LR•IPV4『线路7』
江西卫视,http://local-live.jxtvcn.com.cn/live/tv_jxtv1.m3u8$LR•IPV4『线路8』
江西卫视,http://local-live.jxtvcn.com.cn/live/tv_jxtv1.flv$LR•IPV4『线路9』
江西卫视,rtmp://local-live.jxtvcn.com.cn/live/tv_jxtv1$LR•IPV4『线路10』
江西卫视,rtsp://115.153.245.70/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路11』
江西卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路12』
江西卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路13』
江西卫视,http://183.94.1.118:8801/tsfile/live/0138_1.m3u8$LR•IPV4『线路14』
江西卫视,http://120.192.226.35:8009/hls/47/index.m3u8$LR•IPV4『线路15』
江西卫视,http://113.56.95.69:53765/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
江西卫视,http://58.17.48.228:808/hls/17/index.m3u8$LR•IPV4『线路17』
江西卫视,http://61.138.128.226:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路18』
江西卫视,http://222.173.108.238:352/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路19』
江西卫视,http://36.105.100.208:35455/itv/1000000005000265032.m3u8?cdn=ystenlive$LR•IPV4『线路20』
江西卫视,http://iptv.0564.org:35455/itv/1000000005000265032.m3u8?cdn=ystenlive$LR•IPV4『线路21』
江西卫视,http://mh0.asia:35455/itv/1000000005000265032.m3u8?cdn=ystenlive$LR•IPV4『线路22』
安徽卫视,http://39.164.160.249:9901/tsfile/live/0130_1.m3u8$LR•IPV4『线路1』
安徽卫视,http://58.57.40.22:9901/tsfile/live/1033_1.m3u8$LR•IPV4『线路2』
安徽卫视,https://cc06.tv12.xyz/26.m3u8$LR•IPV4『线路3』
安徽卫视,http://58.19.43.46:9901/tsfile/live/1040_1.m3u8$LR•IPV4『线路4』
安徽卫视,http://1b6467f415.iok.la:9931/tsfile/live/1062_1.m3u8$LR•IPV4『线路5』
安徽卫视,http://219.157.60.114:7001/rtp/225.1.4.87:1116$LR•IPV4『线路6』
安徽卫视,http://183.94.1.118:8801/tsfile/live/0130_1.m3u8$LR•IPV4『线路7』
安徽卫视,http://120.192.226.35:8009/hls/42/index.m3u8$LR•IPV4『线路8』
安徽卫视,http://123.182.60.29:9002/hls/28/index.m3u8$LR•IPV4『线路9』
安徽卫视,http://61.138.128.226:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
安徽卫视,http://36.105.100.208:35455/itv/1000000005000265025.m3u8?cdn=ystenlive$LR•IPV4『线路11』
安徽卫视,http://iptv.0564.org:35455/itv/1000000005000265025.m3u8?cdn=ystenlive$LR•IPV4『线路12』
安徽卫视,http://mh0.asia:35455/itv/1000000005000265025.m3u8?cdn=ystenlive$LR•IPV4『线路13』
安徽卫视,http://xxx.504900.xyz:35455/itv/1000000005000265025.m3u8?cdn=ystenlive$LR•IPV4『线路14』
安徽卫视,http://3501776.xyz:35455/itv/1000000005000265025.m3u8?cdn=ystenlive$LR•IPV4『线路15』
安徽卫视,http://175.171.30.26:5111/hls/627376969/index.m3u8$LR•IPV4『线路16』
重庆卫视,https://cc06.tv12.xyz/34.m3u8$LR•IPV4『线路1』
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8$LR•IPV4『线路2』
重庆卫视,http://58.19.43.46:9901/tsfile/live/1042_1.m3u8$LR•IPV4『线路3』
重庆卫视,http://183.11.239.36:808/hls/53/index.m3u8$LR•IPV4『线路4』
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8$LR•IPV4『线路5』
重庆卫视,http://219.157.60.114:7001/rtp/225.1.4.157:1308$LR•IPV4『线路6』
重庆卫视,http://183.94.1.118:8801/tsfile/live/0142_1.m3u8$LR•IPV4『线路7』
重庆卫视,http://120.192.226.35:8009/hls/43/index.m3u8$LR•IPV4『线路8』
重庆卫视,http://113.56.95.69:53765/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
